ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
10235,C,Ship,5,5,226,4,low,F,10,5676,1
8270,F,Ship,7,4,286,4,low,M,3,1262,1
8041,D,Ship,4,5,226,5,medium,M, *7 ,1133,0
10135,D,Flight,4,5,211,2,low,F,4,4106,1
3010,B,Flight,5,4,147,6,medium,F,21,1145,1
2540,F,Ship,2,5,252,2,low,F,21,2070,1
7598,F,Ship,5,4,201,3,low,F,5,5137,0
6980,F,Road,3,5,139,3,low,F,1,4060,1
5684,F,Ship,4,1,183,3,medium,F,4,4789,0
8686,B,Ship,2,4,102,4,medium,F,6,5421,0
393,A,Road,4,4,178,4,medium,F,13,1614,1
8918,F,Flight,5,5,269,5,low,M,5,1742,0
6499,D,Ship,6,1,298,4,low,F,1,1735,1
6468,F,Ship,4,1,173,4,medium,F,1,4684,0
3470,F,Ship,4,3,173,3,low,F, *7 ,4810,1
9066,F,Ship,4,2,263,3,medium,M,4,4935,1
3558,F,Flight,4,5,214,2,low,M, *7 ,4512,0
6777,A,Ship,4,5,257,2,medium,M,5,4127,0
5388,F,Ship,5,2,226,3,medium,M,6,4700,1
6923,C,Ship,4,1,293,3,low,M, *7 ,1326,1
8723,C,Ship,3,4,177,3,medium,F,1,4965,0
3610,B,Ship,4,2,195,5,medium,M,9,5178,1
10452,F,Ship,5,5,248,5,medium,F,1,1945,1
4902,F,Ship,4,3,164,2,low,M,3,5735,0
8866,B,Ship,2,3,258,5,low,F,6,1727,0
2187,A,Road,3,4,202,3,medium,M,28,3707,1
7943,C,Flight,4,4,269,10,high,F,3,4488,0
10574,F,Ship,3,1,174,3,low,F,9,4380,1
4393,D,Flight,4,3,202,3,low,M, *7 ,5678,1
3702,F,Flight,3,1,194,2,low,M, *7 ,4335,1
10807,D,Road,5,3,242,5,low,M,3,1276,1
6283,D,Road,6,2,251,4,medium,F,9,1322,1
7258,B,Flight,5,5,239,3,medium,M, *7 ,4975,0
8098,B,Flight,4,3,153,3,low,M,5,5743,1
6379,D,Ship,4,4,174,2,medium,F,2,5892,0
211,D,Ship,2,1,127,3,low,F,15,1522,1
1538,F,Ship,4,5,171,3,medium,F,2,1114,1
164,F,Ship,5,2,274,3,medium,M,6,3375,1
6405,A,Ship,3,1,203,3,medium,F,4,4965,0
5560,B,Ship,4,1,144,4,medium,M,6,5197,1
10733,C,Ship,4,1,261,5,low,F,6,1129,0
4312,B,Ship,5,4,165,4,medium,M, *7 ,5091,1
7231,D,Ship,4,3,171,2,medium,M,10,5211,0
7212,F,Ship,7,5,299,4,low,M,4,1052,1
6398,F,Ship,4,3,250,3,high,F,4,5272,1
5779,D,Ship,4,2,243,5,medium,F, *7 ,1922,0
3391,D,Ship,5,4,273,3,medium,M,6,4044,1
6202,B,Ship,4,4,251,2,medium,F,6,4376,0
4027,D,Ship,2,1,166,3,medium,F, *7 ,4255,1
5562,F,Ship,5,5,128,3,low,M,9,5143,1
5428,B,Ship,5,4,237,6,medium,M,2,4541,0
9220,B,Ship,4,4,146,4,medium,M, *7 ,4953,1
5348,F,Flight,4,5,260,3,high,M,10,4919,0
618,F,Ship,5,3,245,2,medium,F, *7 ,3231,1
4597,D,Ship,5,4,270,3,medium,M,9,4992,1
7031,C,Ship,3,2,258,2,low,M,1,5862,0
8147,C,Ship,2,5,233,3,low,M,9,4751,1
9618,F,Ship,4,4,149,3,medium,F,2,4241,1
6618,F,Ship,4,4,251,6,medium,M,4,1869,0
4126,B,Flight,3,5,230,4,medium,F,2,5916,1
10590,F,Ship,3,2,167,2,low,M,3,4722,1
653,C,Ship,5,2,209,4,medium,F,12,2933,1
4364,F,Road,4,2,231,3,high,M,3,5112,0
3599,C,Ship,3,4,183,2,low,M,3,4179,1
5889,A,Flight,5,2,162,4,medium,M, *7 ,5477,1
3851,C,Flight,4,3,221,4,low,F,1,4865,0
7171,D,Ship,4,5,235,5,low,M,6,1460,0
10462,B,Ship,5,4,260,5,low,M,5,1370,0
5271,A,Ship,6,4,306,4,low,F,6,1461,0
4857,A,Ship,4,5,245,3,low,F, *7 ,4297,0
4679,C,Ship,5,4,210,3,medium,F,6,5102,0
3808,B,Ship,3,4,172,6,medium,F,1,4618,0
6570,F,Road,6,3,297,4,medium,F,2,1520,1
4125,A,Flight,4,1,233,2,low,M, *7 ,4403,1
4843,D,Ship,4,2,225,2,medium,M, *7 ,5241,1
10952,F,Road,5,2,244,6,low,M,1,1199,0
4718,F,Ship,3,2,279,3,medium,F,6,4560,0
10881,A,Ship,3,4,148,3,low,M,1,4387,0
3597,A,Ship,4,2,271,3,low,M,9,4085,0
5456,F,Road,3,5,256,2,medium,F,9,5750,0
3492,F,Ship,4,2,223,3,medium,M,3,5121,0
4248,F,Flight,3,5,161,3,low,M,2,4475,0
6239,C,Ship,4,4,268,4,low,M,5,5647,0
513,A,Ship,5,4,160,4,low,F,6,1603,1
10478,F,Ship,5,1,248,5,low,M,3,1642,1
7220,F,Ship,5,1,245,5,low,F,3,1956,1
5438,F,Ship,4,3,192,3,medium,F,10,5190,0
1401,A,Ship,4,3,247,4,low,M,16,2362,1
4146,F,Ship,2,5,123,4,medium,M, *7 ,4042,0
4569,A,Ship,3,3,213,3,medium,M, *7 ,4133,0
10457,C,Ship,5,4,217,6,medium,M,6,1483,1
6230,F,Ship,6,3,278,4,medium,M,4,1716,0
9634,B,Ship,2,4,181,5,medium,F,9,1368,0
5716,B,Ship,4,4,179,3,high,F,1,5242,1
781,D,Ship,4,5,252,3,low,M,16,2332,1
5315,C,Ship,3,5,181,4,high,F,1,4971,1
5987,C,Ship,5,2,265,3,low,M, *7 ,5447,1
527,C,Road,5,1,206,2,low,M,2,3490,1
1304,F,Ship,4,3,138,3,medium,M,15,1080,1
7936,B,Road,4,4,218,2,medium,F,3,5692,1
7594,B,Ship,5,3,150,4,medium,F,1,5211,0
10330,B,Ship,4,2,191,2,medium,F, *7 ,4806,1
5130,F,Ship,2,1,108,3,low,M,4,5924,1
2138,F,Ship,5,3,239,4,low,M,3,3734,1
8181,A,Ship,3,1,189,2,low,F,5,4738,0
4882,B,Ship,4,5,218,6,low,M,5,4364,1
7801,D,Road,4,5,192,2,high,F,4,4518,0
315,A,Ship,4,2,143,6,medium,M,20,1654,1
6375,A,Ship,4,1,245,3,medium,F,5,4173,0
4296,F,Ship,6,5,185,3,high,F,1,5399,1
5701,D,Ship,3,2,275,2,low,F,5,5393,1
2403,A,Ship,3,2,123,4,medium,F, *7 ,1596,1
10936,B,Road,4,2,229,6,medium,F,5,1689,0
7603,D,Ship,4,3,147,3,medium,M,1,5454,0
5137,D,Ship,4,1,273,4,low,M,1,4857,0
8420,F,Ship,5,1,193,2,low,M, *7 ,5184,0
5109,A,Ship,4,3,136,3,medium,M,10,4299,1
430,B,Ship,5,1,205,2,medium,M,27,3569,1
5465,C,Road,7,5,283,5,low,M, *7 ,1578,0
8749,D,Road,4,5,258,3,low,M, *7 ,4046,1
7253,C,Road,5,4,257,3,medium,F,3,4895,1
5103,A,Ship,2,4,126,5,medium,M,2,5461,0
9785,C,Ship,4,4,267,3,medium,M,9,5254,0
3501,A,Ship,4,2,192,6,high,F,3,5173,0
5394,F,Ship,5,1,186,4,medium,M,5,5239,0
3445,D,Ship,2,2,240,5,low,M, *7 ,4138,1
5660,F,Ship,3,1,153,4,medium,F,1,4608,0
3231,A,Ship,5,2,215,6,medium,F,5,5195,1
6209,C,Ship,5,3,258,2,low,F,10,5371,1
4551,A,Ship,4,3,149,3,medium,F,1,1448,1
2109,A,Ship,4,2,139,3,low,M,29,1365,1
684,F,Flight,4,5,137,4,high,M,29,1262,1
10443,A,Ship,4,3,264,6,medium,F, *7 ,1178,1
8466,F,Ship,4,5,182,2,medium,F,10,5098,1
4172,F,Ship,3,2,159,2,medium,F,3,4876,0
1193,C,Ship,4,4,246,2,low,M,11,2282,1
5584,B,Ship,4,4,134,2,low,M,1,5209,1
9836,F,Ship,4,3,244,3,low,M,9,5339,0
3071,C,Ship,5,3,206,4,low,M,18,3104,1
2019,A,Ship,5,4,206,4,low,F,3,3755,1
2219,C,Ship,4,2,243,3,medium,F,13,2850,1
6642,F,Ship,5,5,135,2,low,F,1,4324,1
10697,C,Flight,3,1,143,4,low,M,6,5474,0
2891,C,Flight,4,5,187,5,medium,M,16,3781,1
7825,D,Flight,3,2,142,3,low,M,9,4234,0
9981,A,Road,4,3,227,3,medium,M, *7 ,5829,1
5013,A,Ship,7,3,278,4,low,F, *7 ,1909,1
7141,D,Flight,5,5,223,5,medium,F,5,1678,0
10444,B,Ship,5,3,243,6,low,F,10,1078,1
6216,F,Ship,6,5,255,4,low,F,9,1113,0
9296,F,Road,3,5,263,3,medium,M,1,4645,0
8619,A,Road,2,1,258,5,low,F,9,1548,1
8517,A,Ship,3,3,165,2,medium,M,1,4768,0
4313,C,Ship,3,5,150,4,medium,F, *7 ,4433,0
10029,A,Ship,3,5,271,3,low,M,2,5229,1
2581,D,Road,5,2,236,2,low,M,24,3679,1
7003,D,Flight,4,1,173,4,low,F,5,5530,1
9923,C,Ship,7,1,254,4,low,F,5,1865,1
6798,F,Ship,4,4,250,3,low,M,10,4505,0
3397,D,Ship,2,4,172,5,low,M,4,4668,0
2195,C,Flight,3,2,134,3,low,F,20,1391,1
6277,D,Road,6,5,283,4,low,M,2,1136,1
3989,C,Flight,3,1,155,3,medium,F,6,5113,1
3745,D,Ship,6,4,256,4,high,M,2,5021,0
5594,F,Road,3,2,180,2,high,M,10,4024,0
1028,F,Ship,3,1,146,3,medium,M,16,1714,1
6252,F,Ship,4,1,245,3,low,M,2,5835,1
5726,F,Ship,6,2,268,4,low,F, *7 ,1274,0
10684,B,Flight,3,3,176,8,medium,M,10,4376,1
6983,C,Flight,3,3,136,2,medium,M,10,5749,0
1417,D,Ship,4,3,127,5,low,F,5,1205,1
6907,D,Ship,4,5,249,5,medium,M,3,1530,1
9415,D,Ship,7,1,301,4,low,M,10,1869,0
2175,A,Road,3,5,166,3,low,F,1,1366,1
4647,A,Road,3,1,204,3,high,F,9,5093,0
10562,F,Flight,2,4,183,2,low,M,5,5335,1
10794,F,Ship,4,2,217,5,medium,M,10,1744,0
6450,F,Flight,5,2,240,3,low,M, *7 ,4744,1
10706,F,Ship,5,4,228,5,low,M,9,1044,0
10008,F,Flight,4,3,183,3,low,F,6,5712,1
6879,A,Ship,5,1,237,5,medium,F,2,1429,1
10120,B,Road,3,4,257,3,low,F,4,4883,0
9077,C,Ship,3,2,209,3,medium,M,5,4999,0
4644,F,Road,3,2,236,3,medium,M, *7 ,5783,0
5443,D,Ship,3,4,222,3,medium,M,3,4068,0
1465,D,Ship,3,2,226,3,low,M,11,3708,1
3452,F,Ship,3,2,213,3,medium,M,10,5993,1
3243,A,Ship,4,4,173,3,high,F,9,5382,1
8367,A,Flight,5,4,136,4,low,M,9,5469,0
2863,D,Road,5,2,225,3,medium,F,29,2411,1
10333,D,Ship,5,4,161,5,medium,M,1,5779,1
10837,D,Flight,6,4,186,2,low,M,5,4851,1
598,B,Ship,3,4,134,3,medium,F,31,1540,1
8734,B,Ship,4,5,142,2,medium,M,10,5428,1
7588,B,Ship,4,1,201,6,medium,F, *7 ,5529,0
4408,B,Ship,3,5,107,5,low,F,4,5624,0
9825,A,Ship,4,3,287,5,medium,M,6,4376,1
4014,F,Ship,4,5,237,2,medium,F,10,4963,0
2491,D,Ship,4,5,268,2,high,M,32,3675,1
4188,F,Ship,4,4,206,3,medium,F,10,4262,0
6933,A,Ship,3,1,231,3,low,M,1,5392,1
5047,D,Road,4,1,150,2,low,M,5,4140,0
4848,F,Ship,3,3,101,2,medium,M,9,4860,0
131,C,Road,3,5,179,2,low,F,17,1364,1
9206,F,Ship,4,4,144,3,low,M,6,4137,1
7641,A,Ship,4,1,151,3,low,F,4,5610,1
4102,B,Road,3,5,181,3,medium,M,9,4191,0
7975,D,Ship,4,5,137,3,medium,M,1,4861,0
10782,F,Ship,4,2,267,5,medium,F,2,1307,1
3721,D,Ship,4,5,224,2,low,M,6,4994,0
5818,B,Ship,2,1,207,4,low,M,1,5742,0
6060,F,Ship,3,4,168,3,low,M,5,5964,0
6938,F,Ship,4,2,271,3,medium,F,4,4186,1
1993,D,Ship,4,2,172,3,low,M,1,1182,1
4307,C,Ship,4,3,191,3,medium,F,6,4563,0
9040,B,Flight,2,1,199,2,low,F,10,5345,0
2047,D,Road,5,2,262,6,medium,M,10,3164,1
1841,C,Ship,2,3,274,3,high,F,24,3829,1
1380,F,Flight,3,5,240,6,low,M,21,3559,1
3272,F,Road,5,4,263,2,medium,F,5,4595,0
1581,A,Ship,3,5,270,5,low,M,31,3737,1
8097,A,Flight,4,2,216,3,low,M,4,4309,1
10219,D,Ship,5,3,274,5,medium,M, *7 ,1696,1
6200,F,Ship,5,2,280,4,low,M, *7 ,4539,1
9348,F,Ship,3,5,193,10,high,M,6,5247,1
8891,C,Road,6,5,282,4,low,M,4,1035,0
3731,C,Ship,3,3,115,6,high,F,6,5636,0
3650,F,Ship,5,4,266,6,low,F,5,5481,0
5390,F,Ship,5,4,139,3,medium,F,6,5721,0
5599,D,Road,4,2,245,3,medium,F,2,4835,1
548,F,Flight,5,4,245,5,low,M,6,3592,1
7334,F,Ship,3,4,158,2,medium,M, *7 ,4744,0
9020,F,Road,4,1,241,3,low,M,6,5836,0
1301,C,Ship,4,2,235,3,low,F,21,3088,1
5801,C,Ship,3,5,183,2,low,M, *7 ,5881,1
8785,D,Flight,3,3,199,3,medium,F,1,4006,1
9198,F,Ship,5,3,255,6,medium,F,1,5874,0
2799,A,Ship,2,1,174,3,medium,F,12,1358,1
4811,C,Flight,6,4,243,4,low,M,9,1353,1
9826,B,Ship,3,3,132,2,medium,F, *7 ,5810,1
8961,A,Ship,3,3,206,3,low,F,3,5746,1
10780,B,Ship,5,2,269,5,medium,F,9,1165,0
6292,B,Road,5,5,265,5,medium,F, *7 ,1867,0
10887,A,Ship,4,2,226,2,low,F,2,4332,0
9560,F,Ship,4,3,173,3,medium,M,5,5331,1
7284,F,Ship,4,3,151,3,medium,F,9,4908,0
99,A,Ship,3,5,144,4,medium,M,5,1104,1
9240,F,Ship,4,2,217,2,medium,F, *7 ,4907,1
6645,A,Ship,4,3,258,2,low,F,3,4555,0
8287,D,Ship,5,5,264,6,high,M, *7 ,4644,1
8211,A,Road,4,4,162,3,low,F, *7 ,5394,0
7774,B,Ship,6,1,214,2,low,M,5,4708,0
5659,D,Ship,5,1,169,4,medium,M,4,4541,0
5087,C,Ship,4,3,158,3,high,M,1,5089,1
5972,F,Ship,6,3,202,4,medium,F,6,4249,0
9566,F,Road,4,4,153,2,low,F, *7 ,4248,0
14,F,Flight,4,4,275,3,high,M,29,2602,1
3545,C,Road,3,4,248,4,medium,M, *7 ,4540,0
7567,D,Ship,4,3,261,4,medium,M,9,5116,1
10413,A,Flight,5,5,248,5,medium,M, *7 ,1881,1
3805,D,Ship,3,3,157,3,low,M,9,5807,1
6372,F,Ship,3,3,249,2,medium,M,9,4034,1
9593,C,Flight,4,3,249,4,medium,M,10,5614,0
4800,F,Flight,7,2,250,5,medium,M,9,1327,0
4514,F,Road,4,4,197,5,low,M, *7 ,4793,0
9886,B,Ship,5,1,275,5,low,M,6,1156,1
737,C,Ship,5,3,200,8,low,F,9,2741,1
6272,F,Ship,5,5,232,3,low,M,4,1716,1
1850,F,Ship,3,2,178,2,low,M,32,1329,1
7404,F,Flight,4,3,226,6,medium,M,10,1174,0
7264,B,Flight,6,2,169,2,medium,M,9,5580,0
5850,F,Ship,4,3,248,2,medium,M,2,4701,1
5205,A,Flight,5,2,248,3,medium,M,5,5946,0
1464,F,Ship,4,3,170,2,medium,F,33,1980,1
840,F,Ship,5,2,151,6,medium,M,12,1920,1
10939,D,Road,4,2,255,5,medium,M,2,1186,1
9462,F,Flight,6,3,271,4,low,F,6,1934,0
3422,F,Flight,4,5,159,2,low,M,1,5671,0
8280,F,Ship,4,1,282,4,medium,M,10,5065,0
7703,C,Ship,7,3,272,4,medium,M,2,1754,0
83,C,Ship,4,4,217,3,high,F,26,2875,1
1593,A,Ship,4,5,156,3,low,F,2,1127,1
5431,D,Ship,5,3,195,4,low,F,9,5577,0
9477,A,Ship,3,3,133,3,low,F,2,4926,0
7809,A,Flight,4,2,196,3,medium,F,2,4474,0
7625,C,Ship,5,1,210,2,low,M,2,4079,1
8859,A,Ship,4,5,234,5,low,F,3,1469,1
5885,C,Road,3,3,169,3,low,M,10,5147,0
1399,D,Ship,6,3,213,3,low,M,17,1656,1
2113,D,Ship,4,2,183,3,low,M,5,3716,1
10498,B,Ship,2,3,136,3,low,M,10,4933,0
9953,C,Ship,7,4,284,4,low,M,3,1751,1
6196,B,Ship,4,3,210,3,low,M,9,5556,0
3195,A,Ship,3,1,273,6,low,M,1,1293,0
2060,F,Flight,5,2,265,3,medium,F,33,2734,1
4639,D,Road,5,4,223,2,low,M,5,4424,1
23,C,Ship,2,5,156,2,low,M,2,1750,1
4607,C,Ship,3,1,233,2,high,M,1,5073,1
3990,F,Flight,3,4,212,3,low,F, *7 ,5214,0
5617,D,Flight,4,2,194,3,low,F,3,5174,0
2437,D,Ship,3,1,169,2,medium,F,19,1183,1
2515,D,Ship,4,4,141,2,low,M, *7 ,1479,1
6111,A,Ship,4,2,264,3,low,M,10,5137,1
7414,B,Flight,5,4,245,5,low,F,5,1293,1
9380,F,Ship,6,1,144,4,low,F,5,5121,0
9221,C,Ship,5,3,156,3,low,F,6,5231,1
5432,F,Ship,4,4,261,3,high,M,9,5515,0
4351,D,Ship,2,5,211,4,low,M,1,5673,0
9479,C,Ship,6,4,147,3,low,M,4,4549,1
8957,C,Ship,3,5,218,4,low,M,4,5330,0
3603,A,Ship,3,2,149,3,medium,F, *7 ,4049,1
10842,F,Ship,3,5,169,2,medium,F,4,4466,1
6086,F,Ship,4,5,217,3,low,F,6,4848,1
9278,F,Ship,3,1,251,6,medium,M,10,4912,0
7030,B,Ship,5,1,159,2,medium,F,5,4382,0
7217,C,Ship,5,2,246,5,medium,F,9,1876,0
8483,C,Road,6,4,150,5,medium,F, *7 ,4709,0
6322,B,Ship,4,3,208,2,medium,F,4,4767,1
6958,B,Ship,5,2,246,3,low,M,2,4054,1
3579,A,Flight,3,2,169,2,medium,F,10,4038,1
6182,F,Flight,3,4,201,3,high,M, *7 ,4887,1
6927,A,Ship,5,4,274,5,low,M, *7 ,1371,1
6576,F,Flight,4,1,273,5,low,F, *7 ,1922,0
9993,A,Road,6,3,223,2,medium,M, *7 ,5007,0
10241,C,Ship,5,1,189,4,low,F,10,4166,1
9048,F,Flight,3,2,226,3,low,F,5,5484,0
9502,B,Ship,4,2,171,3,medium,M,4,5859,0
9837,A,Ship,4,1,197,3,high,M,9,4917,0
7699,D,Ship,3,4,252,2,low,M,6,4630,1
4600,B,Ship,5,3,223,2,medium,F,9,5735,0
8634,F,Flight,5,1,235,5,low,F,10,1920,0
4083,A,Ship,6,2,144,7,high,M,1,5501,0
5854,B,Ship,6,1,185,4,high,F,10,5254,1
4779,A,Road,4,1,245,2,low,M,5,5324,1
8561,C,Ship,5,4,221,6,medium,M,6,1488,1
9813,A,Ship,4,3,253,3,low,F,5,5703,0
9434,F,Road,4,3,241,5,low,F,2,1442,0
4064,F,Ship,3,5,193,3,medium,F,9,4982,0
4057,D,Ship,3,1,240,3,low,F,4,5484,1
4331,C,Ship,5,2,168,4,low,M,10,5373,1
3290,F,Flight,2,5,172,2,low,M, *7 ,4649,0
8448,F,Ship,3,3,157,4,medium,F, *7 ,4487,1
5670,F,Ship,3,5,149,3,low,F, *7 ,4357,0
4480,B,Ship,4,5,189,2,medium,M,6,5439,1
3080,F,Ship,3,1,188,2,low,F,14,2074,1
9071,C,Ship,3,1,173,2,low,F, *7 ,4684,0
4121,C,Flight,4,3,208,2,medium,F,1,5826,0
5247,A,Ship,5,2,121,5,high,F,4,5833,0
10329,A,Ship,4,4,134,5,medium,M,2,5865,1
7476,F,Ship,5,3,246,5,medium,M,4,1257,1
2652,F,Ship,3,2,162,4,low,M,25,1316,1
8391,A,Ship,3,1,133,3,medium,F,5,4538,0
1174,B,Ship,4,3,171,6,medium,F,9,1909,1
3646,B,Ship,3,1,244,3,medium,F,1,5695,1
3642,F,Ship,5,1,162,3,medium,M,5,4064,1
8151,A,Ship,3,3,164,3,high,M,9,5070,0
9218,F,Ship,4,5,200,4,medium,F,2,4947,0
497,C,Ship,4,2,216,3,low,F,12,2273,1
6729,A,Flight,3,3,234,3,low,M,3,4405,0
1192,B,Ship,4,5,171,3,low,F,21,1683,1
7078,B,Ship,4,1,192,4,high,M,5,4142,1
945,A,Road,4,5,274,10,medium,F,5,3910,1
10941,A,Road,4,1,192,4,low,M,3,1689,0
4415,C,Ship,3,3,262,2,medium,F,10,5032,0
3309,A,Ship,5,3,235,4,medium,F,10,4011,0
9663,A,Ship,6,4,292,4,medium,F,1,1372,1
2042,F,Road,4,4,162,2,medium,M,30,1158,1
9914,F,Ship,7,2,277,5,low,F, *7 ,1260,1
10059,A,Ship,4,1,256,4,medium,F,3,5324,0
7807,D,Flight,4,2,219,4,high,F,2,4422,1
7789,D,Road,6,1,188,5,low,M,4,4887,0
1811,C,Ship,4,2,274,2,low,M,11,3013,1
5396,F,Ship,4,3,248,3,low,M,5,4781,1
6263,C,Ship,5,2,227,5,low,F,3,1242,1
4039,D,Ship,2,4,271,8,medium,F,10,4183,0
316,B,Ship,4,2,138,3,low,F,30,1805,1
6097,D,Ship,4,2,156,2,medium,M,5,4467,1
7005,A,Ship,4,3,221,2,low,F,6,4114,1
7104,F,Road,6,2,139,6,medium,M, *7 ,1691,1
10328,F,Ship,5,2,172,5,medium,F,5,4805,0
7286,F,Ship,3,4,199,3,medium,F,3,4067,0
3933,A,Ship,5,3,219,4,medium,M,5,4096,0
835,D,Flight,5,4,271,3,medium,F,16,2563,1
7265,C,Flight,3,4,156,3,medium,M,4,4519,1
4098,F,Road,6,1,139,5,medium,M,1,4243,0
8478,F,Road,5,1,268,3,medium,F,5,5663,0
3047,C,Ship,5,2,225,3,medium,M,1,2049,1
7568,F,Ship,3,1,251,2,low,F, *7 ,5368,1
2677,D,Ship,5,3,209,4,medium,F, *7 ,2675,1
8087,C,Flight,4,4,174,3,low,M, *7 ,4348,0
3140,F,Road,5,3,277,3,medium,M,1,4186,1
6699,A,Road,4,5,139,2,medium,F,1,4606,0
5342,F,Flight,3,2,151,3,low,F, *7 ,5154,1
7618,B,Ship,5,1,256,4,medium,F,5,4970,1
9789,A,Ship,4,2,216,3,low,M,10,4636,0
1321,D,Ship,5,1,134,3,high,F,12,1775,1
7540,B,Flight,6,3,218,3,low,M,6,4594,0
3763,D,Ship,6,4,237,5,medium,F,2,5437,1
9595,D,Flight,4,5,251,5,high,M, *7 ,4573,0
7034,F,Ship,4,3,196,2,high,M,10,5709,1
10368,F,Ship,5,5,135,3,low,F,4,5734,0
1715,C,Ship,4,1,142,2,low,M,26,1683,1
7097,C,Ship,4,1,153,3,low,F, *7 ,5198,0
7906,B,Ship,3,2,139,3,medium,M,4,5531,0
1449,A,Ship,5,3,177,3,low,F,1,1916,1
3265,D,Road,4,5,216,2,low,M,2,4905,0
10653,A,Ship,3,2,143,4,low,F,3,5845,0
7175,C,Ship,5,5,271,4,low,M,9,1989,0
6854,F,Flight,4,3,182,3,high,F,3,5624,0
7967,C,Ship,4,4,261,2,medium,M, *7 ,5006,1
5301,A,Ship,4,4,134,2,medium,F,5,5230,0
1568,F,Ship,4,1,232,2,medium,F,26,3300,1
3413,C,Road,3,2,172,2,low,F,9,4532,1
9763,D,Ship,6,4,225,4,medium,M,10,4723,0
3306,F,Ship,5,1,208,2,low,F, *7 ,5218,0
1774,B,Road,3,1,229,3,medium,M,2,3963,1
1904,F,Road,2,1,296,5,medium,M,29,1648,1
8597,C,Ship,3,5,240,3,low,F,6,5642,0
10230,F,Ship,5,3,284,5,medium,F,4,5343,1
3360,F,Ship,3,5,150,3,medium,F,4,4442,1
8427,A,Ship,3,4,240,2,medium,F,2,5661,0
9404,F,Ship,6,1,287,4,medium,M,5,1791,1
1466,F,Ship,4,3,232,3,low,M,11,2624,1
10688,F,Flight,2,4,258,3,medium,M, *7 ,5736,0
8792,F,Ship,5,2,211,2,medium,F,2,5077,0
5839,D,Ship,3,2,133,2,low,F,3,4677,1
5086,B,Flight,4,3,138,3,low,F,2,5593,0
6703,D,Road,6,4,116,3,low,M,6,4649,0
6157,D,Road,3,4,273,4,medium,M,4,5361,0
10898,F,Ship,4,3,242,2,low,M,9,4876,0
7497,A,Ship,5,5,237,5,low,F,1,1526,0
10389,A,Road,3,1,149,3,medium,F,9,5952,1
6178,B,Flight,2,1,220,2,medium,F,6,4382,1
8673,A,Ship,3,2,224,3,medium,M, *7 ,5869,0
3800,F,Ship,4,3,247,2,medium,F,3,4862,1
7999,D,Ship,6,4,276,4,low,F,2,1120,1
9715,D,Road,3,4,270,6,low,F, *7 ,4098,1
6071,C,Ship,5,5,175,6,low,F,2,4883,1
10089,A,Ship,4,1,267,4,medium,M,2,4024,0
5275,D,Ship,7,5,292,5,low,M,5,1932,1
3139,D,Road,4,5,225,4,medium,M,5,4622,0
10325,C,Ship,4,1,269,3,low,F, *7 ,5211,1
4707,A,Ship,4,5,252,2,low,F,9,4157,0
3469,D,Ship,4,5,221,3,medium,F,3,4430,1
6814,B,Ship,6,3,308,5,medium,F,4,1118,0
2359,D,Ship,3,2,213,2,low,M,22,3248,1
10656,F,Ship,4,4,255,6,low,M,5,1708,1
10316,F,Ship,4,2,146,3,low,F,9,5871,1
4007,C,Ship,4,4,202,4,medium,M,4,4053,0
481,D,Ship,5,4,168,3,low,F,13,1317,1
4019,C,Ship,3,5,160,3,medium,F,1,5062,0
2336,F,Flight,5,5,273,3,medium,F,18,2415,1
3854,F,Ship,3,3,232,3,low,F,9,5016,1
7850,F,Ship,6,3,170,4,low,M,1,4912,0
5216,F,Flight,6,4,292,4,low,F,10,1321,1
4467,A,Ship,2,4,166,3,low,M, *7 ,4968,1
10869,A,Ship,4,4,219,3,medium,M,10,4947,0
3503,C,Ship,3,1,135,2,medium,M,2,4163,0
7505,C,Ship,6,2,263,4,low,F,1,1258,1
4035,A,Ship,5,4,227,2,medium,M,3,5904,0
2203,D,Flight,5,3,266,3,low,F,19,2508,1
6107,C,Ship,4,2,246,3,high,M,5,5960,0
2810,F,Ship,3,2,207,2,low,M,20,3419,1
7092,F,Ship,4,3,169,6,medium,F,2,5607,0
1116,F,Ship,4,2,272,2,low,M,21,3271,1
6102,F,Ship,4,2,195,3,medium,M, *7 ,5198,0
7288,B,Ship,3,5,236,2,low,M,10,5755,1
1122,F,Ship,2,1,264,3,medium,M,10,3409,1
1072,B,Road,3,5,251,2,low,F,28,3936,1
6317,C,Flight,7,3,310,4,medium,F, *7 ,1497,0
6019,D,Road,6,5,278,4,medium,F,6,1140,0
6574,B,Flight,4,4,223,5,medium,M,4,1344,0
3203,C,Ship,3,3,132,2,low,F,9,4355,1
1853,C,Ship,3,5,190,10,medium,F,27,2739,1
8502,F,Flight,6,1,247,6,medium,F,6,4691,0
7296,F,Ship,4,3,252,2,low,M,6,5266,1
5269,D,Ship,7,2,296,4,low,F,6,1005,1
5188,B,Road,5,5,257,4,medium,M,10,5180,1
5306,F,Ship,4,2,146,2,medium,M,4,4348,1
6527,C,Ship,4,2,142,10,high,F,9,4280,1
8301,A,Ship,5,2,184,3,low,F,4,4552,0
9622,B,Ship,3,2,158,2,medium,F, *7 ,5907,0
5459,C,Road,5,2,205,3,low,F,3,5182,0
